temperature,date
13.72,2025-03-04 09:40:58.709452+00:00
13.82,2025-03-04 10:10:58.476754+00:00
13.95,2025-03-04 10:40:58.165275+00:00
14.09,2025-03-04 11:10:57.756316+00:00
14.22,2025-03-04 11:40:57.387029+00:00
14.34,2025-03-04 12:10:57.250637+00:00
14.5,2025-03-04 12:40:57.072532+00:00
14.66,2025-03-04 13:10:56.698749+00:00
14.8,2025-03-04 13:40:56.422955+00:00
14.93,2025-03-04 14:10:56.228637+00:00
15.06,2025-03-04 14:40:55.844683+00:00
15.18,2025-03-04 15:10:55.617192+00:00
15.24,2025-03-04 15:40:55.337052+00:00
15.28,2025-03-04 16:10:55.157692+00:00
15.24,2025-03-04 16:40:54.865042+00:00
15.22,2025-03-04 17:10:54.681700+00:00
15.16,2025-03-04 17:40:54.413379+00:00
15.08,2025-03-04 18:10:54.127624+00:00
14.98,2025-03-04 18:40:53.948851+00:00
14.91,2025-03-04 19:10:53.841376+00:00
14.84,2025-03-04 19:40:53.627288+00:00
14.74,2025-03-04 20:10:53.393807+00:00
14.63,2025-03-04 20:40:53.194532+00:00
14.58,2025-03-04 21:10:52.964922+00:00
14.46,2025-03-04 21:40:52.604328+00:00
14.4,2025-03-04 22:10:52.210642+00:00
14.34,2025-03-04 22:40:52.118849+00:00
14.26,2025-03-04 23:10:51.915244+00:00
14.2,2025-03-04 23:40:51.617956+00:00
14.1,2025-03-05 00:10:51.455603+00:00
14.04,2025-03-05 00:40:51.238415+00:00
13.98,2025-03-05 01:10:51.044649+00:00
13.86,2025-03-05 01:40:50.786729+00:00
13.81,2025-03-05 02:10:50.609559+00:00
13.74,2025-03-05 02:40:50.205508+00:00
13.67,2025-03-05 03:10:49.913308+00:00
13.6,2025-03-05 03:40:49.648640+00:00
13.52,2025-03-05 04:10:49.442878+00:00
13.45,2025-03-05 04:40:49.214056+00:00
13.38,2025-03-05 05:10:48.932804+00:00
13.29,2025-03-05 05:40:48.670271+00:00
13.25,2025-03-05 06:10:48.457469+00:00
13.17,2025-03-05 06:40:48.120608+00:00
13.12,2025-03-05 07:10:47.930563+00:00
13.09,2025-03-05 07:40:47.751410+00:00
13.04,2025-03-05 08:10:47.387033+00:00
13.05,2025-03-05 08:40:47.092259+00:00
13.07,2025-03-05 09:40:46.604996+00:00
13.13,2025-03-05 10:10:46.370910+00:00
13.2,2025-03-05 10:40:46.060102+00:00
13.27,2025-03-05 11:10:45.908006+00:00
13.4,2025-03-05 11:40:45.475688+00:00
13.51,2025-03-05 12:10:45.221138+00:00
13.65,2025-03-05 12:40:44.922195+00:00
13.82,2025-03-05 13:10:44.670017+00:00
13.98,2025-03-05 13:40:44.446771+00:00
14.16,2025-03-05 14:10:44.225074+00:00
14.32,2025-03-05 14:40:44.022268+00:00
14.48,2025-03-05 15:10:43.591117+00:00
14.59,2025-03-05 15:40:43.544895+00:00
14.66,2025-03-05 16:10:43.314787+00:00
14.68,2025-03-05 16:40:43.045989+00:00
14.63,2025-03-05 17:40:42.576302+00:00
14.56,2025-03-05 18:10:42.299720+00:00
14.52,2025-03-05 18:40:42.061581+00:00
14.46,2025-03-05 19:10:41.771737+00:00
14.38,2025-03-05 19:40:41.491605+00:00
14.34,2025-03-05 20:10:41.140097+00:00
14.28,2025-03-05 20:40:40.971026+00:00
14.2,2025-03-05 21:10:40.813738+00:00
14.15,2025-03-05 21:40:40.597660+00:00
14.1,2025-03-05 22:10:40.390149+00:00
14.02,2025-03-05 22:40:40.105360+00:00
13.97,2025-03-05 23:10:39.836789+00:00
13.92,2025-03-05 23:40:39.526058+00:00
13.89,2025-03-06 00:10:39.363394+00:00
13.84,2025-03-06 00:40:39.015028+00:00
13.79,2025-03-06 01:10:38.765651+00:00
13.74,2025-03-06 01:40:38.457206+00:00
13.67,2025-03-06 02:10:38.196823+00:00
13.62,2025-03-06 02:40:37.951451+00:00
13.6,2025-03-06 03:10:37.766290+00:00
13.53,2025-03-06 03:40:37.422400+00:00
