temperature,date
12.8,2025-02-20 05:12:56.378505+00:00
12.6,2025-02-20 05:25:00.030010+00:00
12.4,2025-02-20 05:31:01.854764+00:00
12.2,2025-02-20 05:43:05.471850+00:00
12,2025-02-20 05:49:07.356093+00:00
11.8,2025-02-20 06:01:10.962761+00:00
12,2025-02-20 06:07:12.842811+00:00
13,2025-02-20 06:11:43.864815+00:00
14,2025-02-20 06:15:36.735161+00:00
14.8,2025-02-20 06:21:38.498763+00:00
15.2,2025-02-20 06:27:40.228779+00:00
15,2025-02-20 06:33:41.965885+00:00
14.6,2025-02-20 06:39:43.730987+00:00
14.2,2025-02-20 06:45:45.509895+00:00
14,2025-02-20 06:51:47.297174+00:00
13.8,2025-02-20 06:57:49.098925+00:00
14.6,2025-02-20 07:09:52.631114+00:00
15.2,2025-02-20 07:15:54.428576+00:00
15,2025-02-20 07:21:56.190117+00:00
14.6,2025-02-20 07:27:57.953045+00:00
14.2,2025-02-20 07:33:59.705136+00:00
14,2025-02-20 07:40:01.526300+00:00
13.8,2025-02-20 07:46:03.318341+00:00
14.6,2025-02-20 07:58:06.898582+00:00
15.2,2025-02-20 08:04:08.659515+00:00
15,2025-02-20 08:10:10.421646+00:00
14.6,2025-02-20 08:16:12.183821+00:00
14.4,2025-02-20 08:22:13.950972+00:00
14.2,2025-02-20 08:28:15.720541+00:00
14,2025-02-20 08:34:17.436476+00:00
13.8,2025-02-20 08:40:19.276054+00:00
14.6,2025-02-20 08:52:22.846030+00:00
15.2,2025-02-20 08:58:24.604497+00:00
15,2025-02-20 09:04:26.317773+00:00
14.6,2025-02-20 09:10:28.125613+00:00
14.4,2025-02-20 09:16:29.912755+00:00
14.2,2025-02-20 09:22:31.699408+00:00
14,2025-02-20 09:28:33.489440+00:00
13.8,2025-02-20 09:34:35.235709+00:00
14.4,2025-02-20 09:46:38.866113+00:00
15.2,2025-02-20 09:52:40.622929+00:00
15,2025-02-20 09:58:42.375074+00:00
14.8,2025-02-20 10:04:44.143070+00:00
14.4,2025-02-20 10:10:45.904710+00:00
14.2,2025-02-20 10:16:47.677351+00:00
14,2025-02-20 10:22:49.442836+00:00
13.8,2025-02-20 10:28:51.226339+00:00
14.6,2025-02-20 10:40:54.759450+00:00
15,2025-02-20 10:46:56.510287+00:00
14.6,2025-02-20 10:59:00.034353+00:00
14.4,2025-02-20 11:05:01.810400+00:00
14.2,2025-02-20 11:11:03.641346+00:00
14,2025-02-20 11:17:05.367698+00:00
13.8,2025-02-20 11:29:08.933011+00:00
14.4,2025-02-20 11:41:12.441798+00:00
15.2,2025-02-20 11:47:14.240034+00:00
14.8,2025-02-20 11:59:17.726225+00:00
14.6,2025-02-20 12:05:19.480974+00:00
14.4,2025-02-20 12:11:21.242060+00:00
14.2,2025-02-20 12:17:23.020205+00:00
14,2025-02-20 12:23:24.797383+00:00
13.8,2025-02-20 12:29:26.579728+00:00
14.6,2025-02-20 12:41:30.152707+00:00
15.2,2025-02-20 12:47:31.899940+00:00
14.8,2025-02-20 12:59:35.395978+00:00
14.6,2025-02-20 13:05:37.142526+00:00
14.4,2025-02-20 13:11:38.901304+00:00
14.2,2025-02-20 13:17:40.678583+00:00
15,2025-02-20 13:29:44.166213+00:00
16,2025-02-20 13:34:14.761338+00:00
